,loss,accuracy,val_loss,val_accuracy
0,4.655967712402344,0.16996632516384125,2.5242350101470947,0.4431999921798706
1,2.9683916568756104,0.3688611686229706,1.874503493309021,0.5871999859809875
2,2.4350509643554688,0.4662226438522339,1.5508261919021606,0.6362666487693787
3,2.081541061401367,0.5333564877510071,1.3986713886260986,0.6704000234603882
4,1.8628692626953125,0.5763009786605835,1.3272148370742798,0.6954666376113892
5,1.676540732383728,0.6104625463485718,1.2696737051010132,0.7088000178337097
6,1.5425231456756592,0.6373966336250305,1.1647034883499146,0.7376000285148621
7,1.4321229457855225,0.6582924723625183,1.1560907363891602,0.7311999797821045
8,1.3436830043792725,0.6766449809074402,1.1394375562667847,0.7408000230789185
9,1.2724133729934692,0.6921979188919067,1.1092501878738403,0.7386666536331177
10,1.1989140510559082,0.706890881061554,1.1020073890686035,0.7402666807174683
11,1.1469851732254028,0.7173022031784058,1.066293478012085,0.7552000284194946
12,1.086293339729309,0.7285735011100769,1.0880236625671387,0.7482666373252869
13,1.0525680780410767,0.735398530960083,1.0482780933380127,0.7567999958992004
14,1.0209757089614868,0.742479681968689,1.042677640914917,0.7621333599090576
