,loss,accuracy,val_loss,val_accuracy
0,14173.546875,0.3635731637477875,11072.6083984375,0.6634666919708252
1,19482.4453125,0.6285954713821411,13687.35546875,0.7648000121116638
2,21107.79296875,0.7285369038581848,14355.0791015625,0.8208000063896179
3,22430.375,0.7899436354637146,23897.80078125,0.8256000280380249
4,23758.146484375,0.8243065476417542,29475.5,0.8458666801452637
5,24279.921875,0.854607343673706,28230.140625,0.8687999844551086
6,24860.482421875,0.8757227659225464,36635.55078125,0.8741333484649658
7,25899.216796875,0.8897021412849426,46442.36328125,0.8693333268165588
8,26178.4296875,0.9033887386322021,45541.78125,0.8784000277519226
9,26718.95703125,0.9130315184593201,53022.0,0.888533353805542
10,26787.994140625,0.922784149646759,56037.96875,0.8986666798591614
11,27641.63671875,0.929535984992981,74938.53125,0.8880000114440918
12,28222.53125,0.9344580173492432,71160.828125,0.8912000060081482
13,29045.912109375,0.9392154216766357,74732.7890625,0.9013333320617676
14,29662.109375,0.9436982870101929,85003.8359375,0.9018666744232178
