,loss,accuracy,val_loss,val_accuracy
0,1.0768368244171143,0.9813364744186401,9.581756591796875,0.909333348274231
1,1.02300226688385,0.9828368425369263,8.764424324035645,0.9157333374023438
2,0.9088866114616394,0.9834406971931458,8.758246421813965,0.9194666743278503
3,0.8486837148666382,0.9852155447006226,9.532347679138184,0.9146666526794434
4,0.8800982236862183,0.9849410653114319,8.777034759521484,0.9136000275611877
5,0.8448843359947205,0.9858376383781433,9.339019775390625,0.9247999787330627
6,0.7525180578231812,0.9865878820419312,9.087963104248047,0.9215999841690063
7,0.7564748525619507,0.9874478578567505,8.45970630645752,0.9205333590507507
8,0.8090927600860596,0.9864780902862549,9.119206428527832,0.9189333319664001
9,0.734230637550354,0.9881980419158936,8.965545654296875,0.9264000058174133
10,0.6757590770721436,0.989497184753418,9.315020561218262,0.9151999950408936
11,0.6429697871208191,0.9888933897018433,8.742332458496094,0.9210666418075562
12,0.6221407651901245,0.9900094866752625,9.963010787963867,0.9237333536148071
13,0.5834548473358154,0.9896984696388245,10.227434158325195,0.9168000221252441
14,0.5303130149841309,0.9910341501235962,10.032358169555664,0.9151999950408936
